"gid","szs","szsq","szq","xzjb","yygs"
21698,河北省,石家庄市,正定县,国家,中石油
21699,河南省,开封市,禹王台区,国家,中石油
21701,江苏省,南通市,如皋市,国家,中石油
21702,河南省,郑州市,中牟县,国家,中石油
21703,山西省,吕梁市,兴县,国家,中石油
21704,北京市,北京市,昌平区,国家,中石油
21705,山东省,菏泽市,定陶区,国家,中石油
21706,陕西省,榆林市,神木市,国家,中石油
21707,陕西省,榆林市,府谷县,国家,中石油
21708,广东省,揭阳市,揭东区,国家,中石油
21709,宁夏回族自治区,固原市,原州区,国家,中石油
21710,河北省,保定市,易县,国家,中石油
21712,山西省,吕梁市,岚县,国家,中石油
21713,陕西省,榆林市,定边县,国家,中石油
21715,河北省,唐山市,迁安市,国家,中石油
21716,北京市,北京市,密云区,国家,中石油
21717,天津市,天津市,滨海新区,国家,中石油
21718,江苏省,常州市,溧阳市,国家,中石油
21719,江苏省,苏州市,吴中区,国家,中石油
21720,江苏省,南京市,江宁区,国家,中石油
21745,北京市,北京市,房山区,国家,中石油
21773,河北省,保定市,蠡县,国家,中石油
21869,安徽省,阜阳市,太和县,国家,""
21944,湖北省,咸宁市,嘉鱼县,省,湖北省天然气发展有限公司
22023,辽宁省,沈阳市,苏家屯区,国家,中石油
22045,辽宁省,葫芦岛市,绥中县,国家,中石油
22054,辽宁省,锦州市,凌海市,国家,中石油
22064,辽宁省,大连市,瓦房店市,国家,中石油
22076,辽宁省,鞍山市,海城市,国家,中石油
22248,贵州省,贵阳市,修文县,国家,""
22313,广西壮族自治区,梧州市,藤县,国家,""
22335,广西壮族自治区,百色市,田东县,国家,""
22337,广西壮族自治区,南宁市,隆安县,国家,""
22351,辽宁省,锦州市,北镇市,国家,中石油
22385,湖北省,恩施土家族苗族自治州,来凤县,省,来凤安瑞能源有限公司
22386,湖北省,恩施土家族苗族自治州,咸丰县,省,咸丰民生天然气有限公司
22387,湖北省,恩施土家族苗族自治州,利川市,省,利川市民生天然气有限公司
22389,湖北省,恩施土家族苗族自治州,咸丰县,省,咸丰民生天然气有限公司
22390,湖北省,恩施土家族苗族自治州,咸丰县,省,咸丰民生天然气有限公司
22391,湖北省,恩施土家族苗族自治州,宣恩县,省,宣恩县民生天然气有限公司
22394,湖北省,黄冈市,红安县,省,湖北省天然气发展有限公司
22396,湖北省,恩施土家族苗族自治州,利川市,省,利川市民生天然气有限公司
22432,重庆市,重庆市,忠县,国家,""
22495,甘肃省,临夏回族自治州,永靖县,国家,中石油
22572,甘肃省,白银市,景泰县,国家,中石油
22605,广西壮族自治区,贵港市,覃塘区,国家,""
22607,广西壮族自治区,贵港市,平南县,国家,""
22615,广西壮族自治区,防城港市,港口区,国家,""
22648,广西壮族自治区,柳州市,柳城县,国家,""
22654,广西壮族自治区,梧州市,苍梧县,国家,""
22658,江西省,南昌市,南昌县,国家,中石油
22663,江西省,南昌市,进贤县,国家,中石油
22678,甘肃省,甘南藏族自治州,夏河县,国家,中石油
22700,湖北省,仙桃市,仙桃市,国家,""
22715,湖北省,恩施土家族苗族自治州,巴东县,国家,""
22741,福建省,龙岩市,连城县,国家,中石油
22755,陕西省,榆林市,榆阳区,国家,中石化
22785,山西省,吕梁市,临县,国家,中石化
22821,河南省,南阳市,唐河县,国家,""
22828,宁夏回族自治区,银川市,灵武市,国家,""
22829,湖北省,宜昌市,宜都市,省,五峰和瑞天然气有限公司
22830,湖北省,宜昌市,宜都市,省,五峰和瑞天然气有限公司
22831,湖北省,宜昌市,夷陵区,省,宜昌中基天然气利用有限公司
22832,湖北省,恩施土家族苗族自治州,利川市,省,利川市民生天然气有限公司
22833,湖北省,荆州市,公安县,省,湖北省天然气发展有限公司
22834,湖北省,宜昌市,宜都市,省,中农惠沣驿站能源（松滋）有限公司
22835,湖北省,宜昌市,宜都市,省,中农惠沣驿站能源（松滋）有限公司
22836,湖北省,宜昌市,宜都市,省,五峰和瑞天然气有限公司
22837,湖北省,孝感市,孝南区,省,湖北省天然气发展有限公司
22838,湖北省,武汉市,东西湖区,省,武汉市天然气有限公司
22840,湖北省,咸宁市,崇阳县,省,湖北省天然气发展有限公司
22844,湖北省,仙桃市,仙桃市,省,湖北省天然气发展有限公司
22852,甘肃省,白银市,白银区,国家,中石油
22871,内蒙古自治区,阿拉善盟,阿拉善左旗,国家,中石油
23069,江西省,吉安市,泰和县,国家,中石油
23087,江苏省,常州市,溧阳市,国家,中石化
23118,湖北省,荆州市,荆州区,国家,""
23119,湖北省,宜昌市,长阳土家族自治县,国家,""
23122,湖北省,黄石市,大冶市,国家,""
23123,湖北省,恩施土家族苗族自治州,利川市,国家,""
23124,湖北省,武汉市,汉南区,国家,""
23169,河南省,许昌市,禹州市,国家,中石油
23204,湖北省,宜昌市,伍家岗区,,宜昌中燃城市燃气发展有限公司
23210,湖北省,武汉市,新洲区,,""
23211,湖北省,宜昌市,猇亭区,,宜昌中燃城市燃气发展有限公司
23216,湖北省,襄阳市,老河口市,,老河口中燃城市燃气发展有限公司
23231,湖北省,黄冈市,武穴市,,黄冈中燃天然气有限公司
23233,湖北省,十堰市,郧阳区,,十堰市郧阳中燃城市燃气发展有限公司
23234,湖北省,十堰市,郧阳区,,十堰市郧阳中燃城市燃气发展有限公司
23235,湖北省,黄冈市,黄州区,,""
23236,湖北省,黄冈市,罗田县,,黄冈中燃天然气有限公司
23237,湖北省,黄冈市,罗田县,,""
23238,湖北省,黄冈市,英山县,,黄冈中燃天然气有限公司
23239,湖北省,黄冈市,浠水县,,""
23240,湖北省,黄冈市,武穴市,,武穴中燃城市燃气发展有限公司
23241,湖北省,黄冈市,武穴市,,""
23242,湖北省,黄冈市,浠水县,,黄冈中燃天然气有限公司
23243,湖北省,黄冈市,武穴市,,黄冈中燃天然气有限公司
23244,湖北省,黄冈市,罗田县,,""
23245,湖北省,黄冈市,罗田县,,""
23246,湖北省,黄冈市,英山县,,""
23247,湖北省,黄冈市,团风县,,团风中燃城市燃气发展有限公司
23249,湖北省,十堰市,张湾区,,十堰中燃城市燃气发展有限公司
23252,湖北省,天门市,天门市,,""
23253,湖北省,十堰市,张湾区,,""
23255,湖北省,黄冈市,武穴市,,黄冈中燃天然气有限公司
23256,湖北省,黄冈市,黄梅县,,""
23257,湖北省,黄冈市,黄梅县,,黄冈中燃天然气有限公司
23258,湖北省,黄冈市,浠水县,,黄冈中燃天然气有限公司
23259,湖北省,天门市,天门市,,天门中燃城市燃气发展有限公司
23260,湖北省,黄冈市,黄梅县,,黄冈中燃天然气有限公司
23261,湖北省,黄冈市,武穴市,,""
23262,湖北省,黄冈市,武穴市,,黄冈中燃天然气有限公司
23263,湖北省,黄冈市,黄梅县,,""
23264,湖北省,黄冈市,浠水县,,""
23265,湖北省,黄冈市,浠水县,,""
23266,湖北省,黄冈市,蕲春县,,""
23267,湖北省,黄冈市,蕲春县,,黄冈中燃天然气有限公司
23268,湖北省,宜昌市,点军区,,宜昌中燃城市燃气发展有限公司
23269,湖北省,黄冈市,黄州区,,""
23271,湖北省,黄冈市,黄州区,,""
23272,湖北省,武汉市,新洲区,,武汉江北中燃城市燃气发展有限公司
23273,湖北省,荆州市,洪湖市,,洪湖中燃城市燃气发展有限公司
23353,湖北省,十堰市,丹江口市,,丹江口中燃城市燃气发展有限公司
23363,湖北省,黄冈市,黄梅县,,龙感湖中燃城市燃气发展有限公司
23404,湖北省,黄冈市,武穴市,,黄冈中燃天然气有限公司
23405,湖北省,荆州市,松滋市,,松滋中燃城市燃气发展有限公司
23407,湖北省,武汉市,江夏区,,武钢江南中燃燃气（武汉）有限公司
23409,湖北省,宜昌市,猇亭区,,宜昌中燃城市燃气发展有限公司
23411,湖北省,孝感市,云梦县,,孝感中燃天然气有限公司
23412,湖北省,孝感市,孝昌县,,孝感中燃天然气有限公司
23414,湖北省,随州市,曾都区,,""
23418,湖北省,黄冈市,团风县,,黄冈中燃天然气有限公司
23435,湖北省,宜昌市,当阳市,,当阳中燃城市燃气发展有限公司
23438,湖北省,孝感市,云梦县,,云梦中燃城市燃气发展有限公司
23439,湖北省,宜昌市,当阳市,,""
23440,湖北省,宜昌市,当阳市,,""
23441,湖北省,宜昌市,当阳市,,""
23443,湖北省,宜昌市,当阳市,,当阳中燃城市燃气发展有限公司
23444,湖北省,襄阳市,老河口市,,老河口中燃城市燃气发展有限公司
23445,湖北省,宜昌市,当阳市,,""
23446,湖北省,宜昌市,当阳市,,""
23452,湖北省,黄冈市,黄梅县,,黄冈中燃天然气有限公司
23460,湖北省,黄冈市,黄梅县,,黄冈中燃天然气有限公司
23461,湖北省,黄冈市,黄州区,,黄冈中燃天然气有限公司
27435,宁夏回族自治区,吴忠市,盐池县,国家,中石油
27456,陕西省,榆林市,靖边县,国家,中石油
27490,天津市,天津市,武清区,,中石油
27521,广西壮族自治区,北海市,铁山港区,,
27595,广东省,深圳市,龙岗区,,
27598,天津市,天津市,滨海新区,,
27599,山东省,青岛市,黄岛区,,
27629,河北省,唐山市,曹妃甸区,,
28920,湖北省,荆州市,监利市,国家,中石油
28921,陕西省,商洛市,洛南县,,中石油
28922,陕西省,商洛市,商南县,,中石油
28923,河南省,南阳市,邓州市,,中石油
28924,陕西省,咸阳市,乾县,,中石油
28925,河南省,南阳市,西峡县,,中石油
28926,江西省,吉安市,安福县,,中石油
28977,河北省,承德市,滦平县,,中石油
28979,广西壮族自治区,钦州市,钦南区,,中石油
28980,广西壮族自治区,北海市,海城区,,中石油
28983,贵州省,黔南布依族苗族自治州,三都水族自治县,,中石油
28984,吉林省,吉林市,船营区,,中石油
28985,吉林省,吉林市,蛟河市,,中石油
29223,湖北省,黄冈市,黄州区,国家,中国石油天然气股份有限公司天然气销售湖北分公司
29233,江西省,南昌市,南昌县,国家,
29260,甘肃省,酒泉市,敦煌市,国家,中石油
29261,青海省,海西蒙古族藏族自治州,格尔木市,国家,中石油
29265,河北省,沧州市,黄骅市,国家,中石油
29266,天津市,天津市,滨海新区,国家,中石油
29270,河北省,沧州市,运河区,国家,中石油
29273,天津市,天津市,西青区,国家,中石油
29275,内蒙古自治区,阿拉善盟,阿拉善左旗,国家,中石油
29279,河北省,沧州市,盐山县,国家,中石油
29282,山东省,滨州市,无棣县,国家,中石油
29283,山东省,德州市,庆云县,国家,中石油
29284,山东省,德州市,庆云县,国家,中石油
29285,山东省,滨州市,阳信县,国家,中石油
29286,山东省,滨州市,阳信县,国家,中石油
29287,山东省,滨州市,惠民县,国家,中石油
29289,山东省,滨州市,惠民县,国家,中石油
29290,山东省,滨州市,滨城区,国家,中石油
29292,山东省,淄博市,高青县,国家,中石油
29294,山东省,济南市,商河县,国家,中石油
29296,山东省,滨州市,邹平市,国家,中石油
29298,山东省,滨州市,邹平市,国家,中石油
29299,山东省,淄博市,周村区,国家,中石油
29691,山东省,聊城市,阳谷县,国家,中石油
29695,山东省,聊城市,东昌府区,国家,中石油
29696,山东省,聊城市,东昌府区,国家,中石油
29698,山东省,聊城市,高唐县,国家,中石油
29699,山东省,聊城市,高唐县,国家,中石油
29703,河北省,衡水市,阜城县,国家,中石油
29704,河北省,沧州市,东光县,国家,中石油
29717,辽宁省,葫芦岛市,连山区,国家,中石油
29720,辽宁省,盘锦市,盘山县,国家,中石油
29722,辽宁省,沈阳市,于洪区,国家,中石油
29725,辽宁省,盘锦市,大洼区,国家,中石油
29730,辽宁省,抚顺市,望花区,国家,中石油
29731,辽宁省,抚顺市,望花区,国家,中石油
29732,辽宁省,抚顺市,东洲区,国家,中石油
29738,山东省,济南市,钢城区,国家,中石油
29739,山东省,淄博市,博山区,国家,中石油
29742,山东省,淄博市,张店区,国家,中石油
29744,山东省,淄博市,张店区,国家,中石油
29745,山东省,淄博市,张店区,国家,中石油
29746,山东省,东营市,东营区,国家,中石油
29747,山东省,潍坊市,青州市,国家,中石油
29748,山东省,潍坊市,寿光市,国家,中石油
29749,山东省,东营市,东营区,国家,中石油
29754,山东省,潍坊市,寿光市,国家,中石油
29756,山东省,潍坊市,寿光市,国家,中石油
29762,山东省,潍坊市,昌邑市,国家,中石油
29763,山东省,潍坊市,昌邑市,国家,中石油
29764,山东省,日照市,东港区,国家,中石油
29765,山东省,青岛市,胶州市,国家,中石油
29766,山东省,青岛市,黄岛区,国家,中石油
29786,黑龙江省,大庆市,红岗区,国家,中石油
29787,黑龙江省,齐齐哈尔市,昂昂溪区,国家,中石油
29789,黑龙江省,大庆市,肇州县,国家,中石油
29790,黑龙江省,哈尔滨市,平房区,国家,中石油
29798,北京市,北京市,通州区,国家,中石油
29799,北京市,北京市,通州区,国家,中石油
29812,江苏省,常州市,溧阳市,国家,
29813,广东省,梅州市,梅江区,国家,中石油
29815,广东省,汕头市,潮南区,国家,中石油
29817,福建省,福州市,平潭县,国家,中石油
29818,北京市,北京市,顺义区,国家,中石油
29822,安徽省,宣城市,宣州区,国家,中石化
29823,安徽省,池州市,贵池区,国家,中石化
29824,湖北省,襄阳市,樊城区,国家,中石油
29828,湖北省,鄂州市,鄂城区,省,鄂州市安泰天然气有限责任公司
29834,重庆市,重庆市,黔江区,省,重庆黔江民生燃气（集团）有限公司
29836,河北省,承德市,围场满族蒙古族自治县,"",
29843,河北省,承德市,滦平县,,
29844,河北省,唐山市,丰润区,,
30243,天津市,天津市,滨海新区,,
30244,河北省,沧州市,黄骅市,,
30247,河北省,保定市,定兴县,,
30252,河北省,廊坊市,霸州市,,
30257,天津市,天津市,静海区,,
30647,天津市,天津市,滨海新区,,
31047,河北省,保定市,清苑区,,
31049,河北省,保定市,博野县,,
31050,河北省,邯郸市,邯山区,,
31063,山西省,吕梁市,兴县,,
31064,山西省,忻州市,原平市,,
31066,陕西省,榆林市,神木市,,
31067,北京市,北京市,大兴区,,
31068,河北省,廊坊市,安次区,,
31069,山西省,长治市,黎城县,,
31072,河北省,邯郸市,涉县,,
31077,河北省,邯郸市,武安市,,
31079,河北省,邯郸市,永年区,,
31080,河北省,邯郸市,永年区,,
31081,河北省,邯郸市,复兴区,,
31082,河北省,邯郸市,丛台区,,
31083,河北省,邯郸市,磁县,,
31084,河北省,邯郸市,丛台区,,
31085,河北省,邯郸市,永年区,,
31087,河北省,邢台市,襄都区,,
31089,河北省,邢台市,襄都区,,
31092,河北省,邢台市,隆尧县,,
31094,河北省,石家庄市,赵县,,
31099,河北省,石家庄市,藁城区,,
31100,河北省,石家庄市,藁城区,,
31101,河北省,保定市,定州市,,
31105,河北省,保定市,竞秀区,,
31106,河北省,保定市,徐水区,,
31109,河北省,保定市,涿州市,,
31114,河北省,邯郸市,永年区,,
31117,河北省,邯郸市,馆陶县,,
31118,河北省,邯郸市,肥乡区,,
31119,河北省,邯郸市,成安县,,
31120,河北省,邯郸市,永年区,,
31127,河北省,邢台市,威县,,
31136,河北省,衡水市,故城县,,
31137,河北省,邢台市,襄都区,,
31138,河北省,邢台市,南和区,,
31139,河北省,邢台市,平乡县,,
31140,河北省,邢台市,巨鹿县,,
31141,河北省,衡水市,冀州区,,
31143,河北省,石家庄市,赞皇县,,
31148,河北省,邢台市,新河县,,
31151,河北省,邢台市,清河县,,
31154,河北省,石家庄市,藁城区,,
31155,河北省,沧州市,河间市,,
31156,河北省,石家庄市,深泽县,,
31157,河北省,衡水市,深州市,,
31158,河北省,石家庄市,辛集市,,
31159,河北省,衡水市,桃城区,,
31160,河北省,衡水市,饶阳县,,
31164,河北省,衡水市,安平县,,
31165,河北省,沧州市,肃宁县,,
31167,河北省,沧州市,献县,,
31168,河北省,沧州市,河间市,,
31169,河北省,沧州市,河间市,,
31170,河北省,沧州市,肃宁县,,
31175,河北省,沧州市,黄骅市,,
31176,河北省,沧州市,黄骅市,,
31180,河北省,沧州市,黄骅市,,
31181,河北省,沧州市,黄骅市,,
31182,河北省,衡水市,景县,,
31183,河北省,衡水市,阜城县,,
31187,河北省,沧州市,青县,,
31192,河北省,保定市,莲池区,,
31197,河北省,保定市,雄县,,
31198,河北省,保定市,雄县,,
31199,河北省,保定市,雄县,,
31201,河北省,保定市,涞水县,,
31202,河北省,保定市,涞水县,,
31203,河北省,保定市,定兴县,,
31204,河北省,保定市,徐水区,,
31208,河北省,保定市,清苑区,,
31212,河北省,保定市,涿州市,,
31213,河北省,保定市,高碑店市,,
31214,河北省,保定市,高碑店市,,
31215,河北省,保定市,定兴县,,
31216,河北省,保定市,雄县,,
31217,河北省,唐山市,曹妃甸区,,
31221,河北省,唐山市,曹妃甸区,,
31228,天津市,天津市,宝坻区,,
31247,河北省,衡水市,景县,,
31252,河北省,邢台市,清河县,,
31254,河北省,邯郸市,馆陶县,,
31256,河北省,廊坊市,广阳区,,
31259,河北省,廊坊市,永清县,,
31262,河北省,秦皇岛市,海港区,,
31265,河北省,秦皇岛市,抚宁区,,
31267,河北省,秦皇岛市,昌黎县,,
31270,河北省,唐山市,乐亭县,,
31274,河北省,唐山市,曹妃甸区,,
31277,河北省,张家口市,阳原县,,
31280,河北省,张家口市,阳原县,,
31281,河北省,张家口市,宣化区,,
31282,河北省,张家口市,桥东区,,
31288,河北省,张家口市,蔚县,,
31289,河北省,张家口市,下花园区,,
31305,河北省,承德市,滦平县,,
31306,河北省,承德市,双桥区,,
31312,河北省,承德市,宽城满族自治县,,
31317,河北省,唐山市,迁西县,,
31322,河北省,唐山市,迁安市,,
31325,河北省,承德市,平泉市,,
31326,河北省,张家口市,张北县,,
31330,河北省,张家口市,张北县,,
31333,河北省,张家口市,崇礼区,,
31336,河北省,张家口市,康保县,,
31340,河北省,张家口市,桥西区,,
31342,河北省,张家口市,怀安县,,
31675,河北省,张家口市,沽源县,,
31678,河北省,张家口市,尚义县,,
31679,河北省,张家口市,宣化区,,
31682,河北省,张家口市,涿鹿县,,
31686,河北省,张家口市,赤城县,,
31688,河北省,唐山市,乐亭县,,
31689,河北省,唐山市,路南区,,
31690,河北省,衡水市,景县,,
31693,北京市,北京市,通州区,,
31694,北京市,北京市,丰台区,,
31697,辽宁省,葫芦岛市,建昌县,,
31698,辽宁省,锦州市,太和区,,
31699,辽宁省,朝阳市,朝阳县,,
31700,辽宁省,朝阳市,建平县,,
31701,辽宁省,朝阳市,凌源市,,
31702,内蒙古自治区,赤峰市,松山区,,
31703,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,,
31704,,,,,
31705,辽宁省,朝阳市,北票市,,
31706,辽宁省,锦州市,凌河区,,
31707,辽宁省,葫芦岛市,龙港区,,
31709,辽宁省,大连市,瓦房店市,,
31710,辽宁省,大连市,瓦房店市,,
31714,辽宁省,丹东市,振兴区,,
31715,辽宁省,丹东市,宽甸满族自治县,,
31716,辽宁省,丹东市,凤城市,,
31718,辽宁省,鞍山市,海城市,,
31719,,,,,
31720,辽宁省,营口市,大石桥市,,
31721,辽宁省,鞍山市,岫岩满族自治县,,
31723,辽宁省,鞍山市,东铁区,,
31724,辽宁省,辽阳市,弓长岭区,,
31726,辽宁省,辽阳市,辽阳县,,
31728,辽宁省,辽阳市,灯塔市,,
31729,,,,,
31730,,,,,
31731,辽宁省,本溪市,明山区,,
31733,辽宁省,本溪市,桓仁满族自治区,,
31734,辽宁省,抚顺市,清原满族自治县,,
31735,辽宁省,抚顺市,新宾满族自治县,,
31736,,,,,
31737,辽宁省,沈阳市,沈北新区,,
31738,辽宁省,铁岭市,铁岭县,,
31739,辽宁省,铁岭市,银州区,,
31740,辽宁省,铁岭市,清河区,,
31742,辽宁省,铁岭市,西丰县,,
31743,辽宁省,铁岭市,图昌县,,
31744,辽宁省,沈阳市,康平县,,
31745,辽宁省,沈阳市,法库县,,
31746,辽宁省,沈阳市,法库县,,
31747,辽宁省,阜新市,彰武县,,
31748,辽宁省,阜新市,清河门区,,
31749,辽宁省,阜新市,阜新蒙古族自治区,,
31750,辽宁省,阜新市,阜新蒙古族自治区,,
31751,辽宁省,锦州市,凌海市,,
31752,辽宁省,锦州市,义县,,
31753,辽宁省,锦州市,北镇市,,
31754,辽宁省,锦州市,黑山县,,
31755,吉林省,延边朝鲜族自治区,延吉市,,
31756,吉林省,延边朝鲜族自治区,珲春市,,
31757,吉林省,吉林市,桦甸市,,
31758,吉林省,哈尔滨市,阿城区,,
31759,吉林省,哈尔滨市,双城区,,
31760,吉林省,哈尔滨市,双城区,,
31761,吉林省,哈尔滨市,道里区,,
31762,吉林省,齐齐哈尔,泰来县,,
31763,吉林省,齐齐哈尔,龙沙区,,
31764,江苏省,徐州市,丰县,,
31765,江苏省,徐州市,沛县,,
31766,江苏省,徐州市,睢宁县,,
31767,江苏省,宿迁市,泗洪县,,
31768,江苏省,宿迁市,沐阳县,,
31769,江苏省,淮安市,涟水县,,
31770,江苏省,淮安市,淮阴区,,
31771,江苏省,淮安市,淮阴区,,
32170,江苏省,淮安市,淮安区,,
32171,江苏省,连云港市,灌南区,,
32172,江苏省,扬州市,宝应县,,
32173,江苏省,盐城市,盐都区,,
32174,江苏省,盐城市,大丰市,,
32175,江苏省,盐城市,射阳县,,
32176,江苏省,盐城市,建湖县,,
32177,,,,,
32570,安徽省,滁州市,天长市,,
32571,江苏省,南京市,高淳县,,
32572,江苏省,南通市,如皋市,,
32573,浙江省,温州市,鹿城区,,
32574,浙江省,衢州市,龙游县,,
32575,浙江省,衢州市,常山县,,
32576,浙江省,衢州市,江山市,,
32577,安徽省,阜阳市,临泉县,,
32578,安徽省,阜阳市,界首市,,""
32579,安徽省,阜阳市,太和县,,""
32580,安徽省,蚌埠市,怀远县,,
32581,安徽省,蚌埠市,五河县,,
32582,安徽省,滁州市,凤阳县,,
32583,安徽省,淮南市,大通区,,
32584,安徽省,淮南市,谢家集区,,
32585,安徽省,淮南市,寿县,,
32586,安徽省,淮南市,凤台县,,
32587,安徽省,滁州市,明光市,,
32588,安徽省,芜湖市,鸠江区,,
32589,安徽省,芜湖市,鸠江区,,
32590,安徽省,马鞍山市,含山县,,
32591,安徽省,马鞍山市,和县,,
32592,安徽省,滁州市,全椒县,,
32593,福建省,南平市,武夷山市,,
32594,福建省,南平市,建阳区,,
32595,福建省,南平市,建瓯市,,
32596,福建省,南平市,延平区,,
32597,福建省,三明市,沙县区,,
32598,福建省,三明市,永安市,,
32599,福建省,三明市,连城县,,
32600,福建省,宁德市,蕉城区,,
32601,福建省,宁德市,福鼎市,,
32602,福建省,宁德市,福安市,,
32604,江西省,九江市,濂溪区,,
32605,江西省,九江市,瑞昌市,,
32606,江西省,南昌市,新建区,,
32607,江西省,南昌市,南昌县,,
32608,江西省,宜春市,高安市,,
32609,江西省,南昌市,进贤县,,
32610,江西省,抚州市,临川区,,
32611,江西省,抚州市,东乡县,,
34343,江西省,鹰潭市,贵溪市,,
34344,江西省,上饶市,戈阳县,,
34346,江西省,上饶市,玉山县,,
34347,江西省,宜春市,高安市,,
34348,江西省,宜春市,丰城市,,
34349,江西省,吉安市,峡江区,,
34350,江西省,宜春市,樟树市,,
34351,江西省,新余市,分宜县,,
34352,江西省,宜春市,万载县,,
34353,江西省,宜春市,袁州区,,
34354,江西省,萍乡市,上栗县,,
34355,江西省,萍乡市,芦溪县,,
34356,江西省,吉安市,安福县,,
34357,江西省,吉安市,永新县,,
34358,江西省,吉安市,永丰县,,
34359,江西省,吉安市,泰和县,,
34360,江西省,吉安市,万安县,,
34361,江西省,吉安市,井冈山市,,
34362,江西省,赣州市,赣县区,,
34363,江西省,赣州市,章贡区,,
34364,江西省,赣州市,上犹区,,
34365,江西省,赣州市,南康区,,
34366,江西省,赣州市,大余县,,
34367,江西省,赣州市,兴国县,,
34368,江西省,赣州市,于都县,,
34369,江西省,吉安市,吉州区,,
34370,江西省,赣州市,石城县,,
34371,江西省,赣州市,宁都去,,
34372,江西省,赣州市,会昌县,,
34373,山东省,德州市,乐陵市,,
34374,山东省,菏泽市,东明县,,
34375,山东省,东营市,垦利区,,
34376,山东省,东营市,河口区,,
34377,山东省,临沂市,沂水县,,
34379,河南省,南阳市,宛城区,,
34380,河南省,南阳市,桐柏县,,
34381,河南省,信阳市,罗山县,,
34382,河南省,南阳市,新野县,,
34383,河南省,许昌市,建安区,,
34384,河南省,开封市,鼓楼区,,
34385,河北省,沧州市,黄骅市,,沧州中油燃气有限公司
34386,河北省,沧州市,海兴县,,
34387,河南省,焦作市,博爱县,,
34388,河南省,安阳市,龙安区,,
34389,河北省,邯郸市,丛台区,,
34390,河南省,周口市,川汇区,,
34391,河南省,南阳市,邓州市,,
34394,湖南省,常德市,武陵区,,
34395,湖南省,衡阳市,衡南县,,
34396,湖南省,衡阳市,耒阳市,,
34397,湖南省,郴州市,北湖区,,
34398,湖南省,郴州市,资兴市,,
34399,湖南省,郴州市,桂阳县,,
34400,湖南省,娄底市,冷水江市,"",
34401,湖南省,娄底市,新化县,,
34402,湖南省,岳阳市,临湘市,,
34403,湖南省,长沙市,浏阳市,,
34404,湖南省,衡阳市,耒阳市,,
34405,湖南省,衡阳市,常宁市,,
34406,湖南省,郴州市,永兴县,,
34407,湖南省,郴州市,永兴县,,
34408,广东省,东莞市,东莞市,,
34409,广西壮族自治区,河池市,南丹县,,
34410,广西壮族自治区,河池市,天峨县,,
34411,广西壮族自治区,河池市,东兰县,,
34412,广西壮族自治区,河池市,凤山县,,
34413,广西壮族自治区,河池市,巴马瑶族自治县,,
34414,广西壮族自治区,河池市,罗城仫佬族自治县,,
34415,广西壮族自治区,柳州市,忻城县,,
34417,广西壮族自治区,柳州市,鹿寨县,,
34418,广西壮族自治区,柳州市,柳江区,,
34419,广西壮族自治区,柳州市,柳北区,,
34421,广西壮族自治区,柳州市,柳城县,,
34744,广西壮族自治区,柳州市,融水苗族自治区,,
34745,广西壮族自治区,柳州市,融安县,,
34746,广西壮族自治区,柳州市,三江侗族自治区,,
34747,广西壮族自治区,桂林市,临桂区,,
34748,广西壮族自治区,桂林市,阳溯县,,
34749,广西壮族自治区,桂林市,平乐县,,
34750,广西壮族自治区,桂林市,恭城瑶族自治县,,
34751,广西壮族自治区,桂林市,荔浦县,,
34752,广西壮族自治区,梧州市,蒙山县,,
34753,广西壮族自治区,桂林市,临桂区,,
34754,广西壮族自治区,桂林市,龙胜各族自治县,,
34755,广西壮族自治区,桂林市,灵川县,,
34756,广西壮族自治区,桂林市,兴安县,,
34757,广西壮族自治区,桂林市,资源县,,
34758,广西壮族自治区,桂林市,全州县,,
34760,广西壮族自治区,桂林市,全州县,,
34761,广西壮族自治区,桂林市,灌阳县,,
34762,广西壮族自治区,来宾市,象州县,,
34763,广西壮族自治区,来宾市,金秀瑶族自治县,,
34764,广西壮族自治区,来宾市,武宣县,,
34765,广西壮族自治区,河池市,宜州区,,
34766,广西壮族自治区,来宾市,合山市,,
34767,广西壮族自治区,贺州市,钟山县,,
34768,广西壮族自治区,贺州市,昭平县,,
34769,广西壮族自治区,贺州市,富川瑶族自治县,,
34770,广西壮族自治区,玉林市,福绵区,,
34771,广西壮族自治区,玉林市,博白县,,
34772,广西壮族自治区,玉林市,北流市,,
34773,广西壮族自治区,玉林市,容县,,
34774,广西壮族自治区,玉林市,陆川县,,
34778,广西壮族自治区,南宁市,宾阳县,,
34779,广西壮族自治区,南宁市,上林县,,
34780,广西壮族自治区,河池市,大化瑶族自治县,,
34781,广西壮族自治区,南宁市,马山县,,
34782,广西壮族自治区,河池市,都安瑶族自治县,,
35178,广西壮族自治区,南宁市,武鸣区,,
35179,广西壮族自治区,百色市,右江区,,
35180,广西壮族自治区,百色市,田林县,,
35181,广西壮族自治区,百色市,隆林各种自治县,,
35182,广西壮族自治区,百色市,凌云县,,
35183,广西壮族自治区,百色市,乐业县,,
35184,广西壮族自治区,百色市,德保县,,
35185,广西壮族自治区,百色市,靖西市,,
35186,广西壮族自治区,百色市,那坡县,,
35187,广西壮族自治区,崇左市,天等县,,
35188,广西壮族自治区,崇左市,大新县,,
35189,广西壮族自治区,崇左市,江州区,,
