"gid","mc","bm","x","y","czfl","szs","szsq","szq","xzjb","yygs"
28897,抚松中燃江北路站,"010201020001077",127.27572816795629,42.34616834884656,LNG气化站,吉林省,白山市,抚松县,,
28883,云梦中燃道桥站,"010201020001100",113.76598850526936,30.885606001205772,LNG气化站,湖北省,孝感市,云梦县,,
28898,抚顺中燃青台子站,"010201020001078",123.78033407993813,41.797816605228235,LNG气化站,辽宁省,抚顺市,望花区,,
28899,金州中燃财神岛站,"010201020001079",122.17447531498948,39.26000389586985,LNG气化站,辽宁省,大连市,金州区,,
28900,蛟河中燃站,"010201020001080",127.3165214734919,43.70330869116215,LNG气化站,吉林省,吉林市,蛟河市,,
28515,益阳中燃赫山站,"010201020000696",112.3966274188179,28.5949168629884,LNG气化站,湖南省,益阳市,赫山区,,
28405,抚州江西天然气西津大道加气站,"010201020000587",116.32144045740395,27.99228987626484,LNG气化站,江西省,抚州市,临川区,,
28911,金州中燃春光玻璃站,"010201020001091",122.07991047351398,39.24898387036566,LNG气化站,辽宁省,大连市,金州区,,
28912,佳木斯中燃同江站,"010201020001092",132.54488072893298,47.64478276660118,LNG气化站,黑龙江省,佳木斯市,同江市,,
29091,贵州和裕丰中药站,"010201020001191",107.13173390452314,26.459404927525384,LNG气化站,贵州省,黔南布依族苗族自治州,贵定县,,
29092,防城港东兴管道站,"010201020001192",108.01902824572191,21.56743387797168,LNG气化站,广西壮族自治区,防城港市,东兴市,,
29093,荆州监利市玖龙纸业,"010201020001193",113.27016891629461,29.62709178149614,LNG气化站,湖北省,荆州市,监利县,,
27864,牡丹江宁安兰岗站,"010201020000046",129.37963751266602,44.22529045093823,LNG气化站,黑龙江省,牡丹江市,宁安市,,
27866,宁波余姚南方磨片制造厂,"010201020000048",121.18660839940306,29.999382639914252,LNG气化站,浙江省,宁波市,余姚市,,
27867,雷州广垦牧原4场/雷州广垦牧原饲料厂,"010201020000049",110.1808894119198,20.68198937210648,LNG气化站,广东省,湛江市,雷州市,,
27869,湛江雷州牧原22场/南宁武鸣百合华侨农场,"010201020000051",108.1498881391062,23.386308159173627,LNG气化站,广西壮族自治区,南宁市,武鸣区,,
27870,聊城高唐服务区中石化银川方向加气站,"010201020000052",116.29181547733802,36.914381705459164,LNG气化站,山东省,聊城市,高唐县,,
27871,南宁西乡塘牧原5厂场站/南宁横县牧原第二饲料厂,"010201020000053",109.15566292956154,22.921974717343655,LNG气化站,广西壮族自治区,南宁市,横州市,,
27872,南宁中石化金葫站/南宁西片中石化万冠站,"010201020000054",108.18199006824219,22.82666887900641,LNG气化站,广西壮族自治区,南宁市,西乡塘区,,
28708,九江庐山西服务区站,"010201020000889",115.80647603420464,29.432165798909146,LNG气化站,江西省,九江市,柴桑区,,
27873,南宁西片中石化万冠站,"010201020000055",108.18199006824219,22.82666887900641,LNG气化站,广西壮族自治区,南宁市,西乡塘区,,
27874,南宁中石化金葫站,"010201020000056",108.48906467069237,22.790721584057682,LNG气化站,广西壮族自治区,南宁市,青秀区,,
27875,江门东江环保站,"010201020000057",112.82190784437265,22.59775264104472,LNG气化站,广东省,江门市,鹤山市,,
27877,宁波海曙中宸站,"010201020000059",121.37848583753264,29.771986596090183,LNG气化站,浙江省,宁波市,海曙区,,
27878,南宁中石化新宏旺站,"010201020000060",108.28806688339156,22.77023649875553,LNG气化站,广西壮族自治区,南宁市,江南区,,
27879,防城港黄京角加油站,"010201020000061",108.46387173078205,21.60368352336101,LNG气化站,广西壮族自治区,防城港市,港口区,,
27880,钦州蓬莱本部加油站,"010201020000062",108.60103178695636,21.739084423116662,LNG气化站,广西壮族自治区,钦州市,钦南区,,
27881,南通瑞名机动车检测站,"010201020000063",121.00549223522171,32.05005555995074,LNG气化站,江苏省,南通市,通州区,,
27882,来宾中燃迁江站,"010201020000064",108.96000102375073,23.54873722343653,LNG气化站,广西壮族自治区,来宾市,兴宾区,,
27884,宁德屏南储备站,"010201020000066",119.01413335934376,26.926394527158408,LNG气化站,福建省,宁德市,屏南县,,
27886,河源紫金裕润站,"010201020000068",115.1690964267021,23.639982875912096,LNG气化站,广东省,河源市,紫金县,,
27887,扬州中石化文昌西路加油加气站,"010201020000069",119.34001748162174,32.3878720503961,LNG气化站,江苏省,扬州市,邗江区,,
27888,合肥皖能下塘站,"010201020000070",117.23888431904683,32.18236259286045,LNG气化站,安徽省,合肥市,长丰县,,
27889,山东滨州惠民能源,"010201020000071",117.77692847494158,37.340799982559105,LNG气化站,山东省,滨州市,惠民县,,
27890,淮安洪泽新奥燃气,"010201020000072",118.89486047115604,33.3128749020726,LNG气化站,江苏省,淮安市,洪泽区,,
27891,韶关新丰特伦特站,"010201020000073",113.87900095133563,24.16744915758156,LNG气化站,广东省,韶关市,新丰县,,
27892,怀化新晃易洋燃气,"010201020000074",109.14168164163246,27.3484664298326,LNG气化站,湖南省,怀化市,新晃侗族自治县,,
27893,台山新达新金属材料,"010201020000075",112.8145832178792,22.3471263763639,LNG气化站,广东省,江门市,台山市,,
27894,涞水中燃赵各庄场站,"010201020000076",115.76082094132842,39.43558481930741,LNG气化站,河北省,保定市,涞水县,,
27895,广州增城永辉纸业/广州增城增威站,"010201020000077",113.8269438677072,23.158756682963986,LNG气化站,广东省,广州市,增城区,,
27896,揭阳文化广场站/揭阳海平站,"010201020000078",116.32138228870812,23.476385470628923,LNG气化站,广东省,揭阳市,榕城区,,
27897,杭州萧山郎至纺织,"010201020000079",120.42644177155937,30.213483286612934,LNG气化站,浙江省,杭州市,萧山区,,
27898,百色田林金石站,"010201020000080",105.77361474006831,24.675366461710002,LNG气化站,广西壮族自治区,百色市,田林县,,
27899,郴州宜章安顺达加气站,"010201020000081",112.93177777686195,25.374613950148476,LNG气化站,湖南省,郴州市,宜章县,,
27900,桂林兴安白竹铺加油站,"010201020000082",110.50336815398721,25.61135346751349,LNG气化站,广西壮族自治区,桂林市,兴安县,,
27901,江门新会古井能源站,"010201020000083",113.08356737882912,22.295569412326664,LNG气化站,广东省,江门市,新会区,,
27905,广州增城永辉纸业,"010201020000087",113.82678443362092,23.15879236725756,LNG气化站,广东省,广州市,增城区,,
27906,来宾象州石龙站/来宾象州森众燃气,"010201020000088",109.4985845779213,23.866784834412048,LNG气化站,广西壮族自治区,来宾市,象州县,,
27907,梧州中石化岑溪平山第一加油站,"010201020000089",110.835421365193,22.905601642167895,LNG气化站,广西壮族自治区,梧州市,岑溪市,,
27908,深圳龙岗水门路加气站,"010201020000090",114.12189672492583,22.68447071091949,LNG气化站,广东省,深圳市,龙岗区,,
27910,北海合浦山口气站,"010201020000092",109.71897890602204,21.65516730260331,LNG气化站,广西壮族自治区,北海市,合浦县,,
27911,江苏南京长晶浦联站,"010201020000093",118.53239967836072,31.995167469564727,LNG气化站,江苏省,南京市,浦口区,,
27912,中石化高淳加气站,"010201020000094",118.87245072484366,31.3548337410893,LNG气化站,江苏省,南京市,高淳区,,
27913,济南天桥服务区中石油青岛方向加气站,"010201020000095",117.0521504658719,36.842082925897145,LNG气化站,山东省,济南市,天桥区,,
27914,徐州新沂中燃加气站,"010201020000096",118.31294596944224,34.338816272439686,LNG气化站,江苏省,徐州市,新沂市,,
27915,自贡中石油舒坪东LNG加气站,"010201020000097",104.7087980684207,29.283409599845143,LNG气化站,四川省,自贡市,自流井区,,
27916,广州增城增威站,"010201020000098",113.82393341922679,23.193837797655416,LNG气化站,广东省,广州市,增城区,,
27917,岳阳平江长寿镇华润站/岳阳湘佳牧业,"010201020000099",113.91970168853818,28.699674834734353,LNG气化站,湖南省,岳阳市,平江县,,
27918,岳阳黄沙街湘佳牧业,"010201020000100",113.0950489100946,29.051459457423743,LNG气化站,湖南省,岳阳市,岳阳县,,
27920,济南济阳太平中石油加气站,"010201020000102",116.9647637687699,36.97426687547687,LNG气化站,山东省,济南市,济阳区,,
27921,云浮新兴凤铝铝业,"010201020000103",112.31401267269696,22.709269065908,LNG气化站,广东省,云浮市,新兴县,,
27923,河源紫金新奥清洁能源,"010201020000105",114.89034551595347,23.386190868761883,LNG气化站,广东省,河源市,紫金县,,
27924,山东潍坊海化氯碱站,"010201020000106",119.01107403026514,37.13506624911629,LNG气化站,山东省,潍坊市,寒亭区,,
27925,荆门东宝牌楼镇,"010201020000107",112.29320136138487,31.008140662632982,LNG气化站,湖北省,荆门市,东宝区,,
27926,柳州中燃板栗园气站,"010201020000108",109.36244540515199,24.295507039889078,LNG气化站,广西壮族自治区,柳州市,柳南区,,
27927,柳州中燃阳和气站,"010201020000109",109.49106612256874,24.277241175643827,LNG气化站,广西壮族自治区,柳州市,鱼峰区,,
27928,肇庆宏润陶瓷,"010201020000110",112.596642408603,22.971936586002748,LNG气化站,广东省,肇庆市,高要区,,
27929,佛山南海金海世海站,"010201020000111",112.88296437201272,23.03080239821939,LNG气化站,广东省,佛山市,南海区,,
27930,赣州龙南深燃站,"010201020000112",114.79722122443158,24.85489864639625,LNG气化站,江西省,赣州市,龙南市,,
27931,广州增城丰翊调峰站,"010201020000113",113.62891272874936,23.180223731543038,LNG气化站,广东省,广州市,增城区,,
27932,广州增城粤通新材料站,"010201020000114",113.86803964407125,23.269787667868055,LNG气化站,广东省,广州市,增城区,,
27933,文山华润古木镇站,"010201020000115",104.28095189780313,23.285787857160056,LNG气化站,云南省,文山壮族苗族自治州,文山市,,
27934,防城港茅岭福城钢铁,"010201020000116",108.44699923437273,21.863363050085393,LNG气化站,广西壮族自治区,防城港市,防城区,,
27935,昆明东川龙东格公路华润LNG站,"010201020000117",103.16330559799793,26.086439456498695,LNG气化站,云南省,昆明市,东川区,,
27936,雷州广垦牧原3场/4场/饲料厂,"010201020000118",110.18080126478284,20.68157012442466,LNG气化站,广东省,湛江市,雷州市,,
27937,信丰中燃气化站/建安站,"010201020000119",114.92580268979042,25.324581760892173,LNG气化站,江西省,赣州市,信丰县,,
27938,南昌中燃,"010201020000120",115.8109652175205,28.906887613390182,LNG气化站,江西省,南昌市,新建区,,
27939,信阳固始怡善新能源,"010201020000121",115.8670678929163,31.852849558383202,LNG气化站,河南省,信阳市,固始县,,
27940,肇庆四会东方万丰有色金属,"010201020000122",112.77328752054228,23.272915345448524,LNG气化站,广东省,肇庆市,四会市,,
27941,肇庆豪卓五金厂,"010201020000123",112.82011572466496,23.01726324957502,LNG气化站,广东省,肇庆市,高要区,,
27942,自提站点1,"010201020000124",114.12662303316125,22.55112228385921,LNG气化站,广东省,深圳市,罗湖区,,
27943,南京盛鑫半导体站,"010201020000125",118.80548931034846,31.88319352368967,LNG气化站,江苏省,南京市,江宁区,,
27944,漳州鑫强威实业站,"010201020000126",117.36776395633645,23.889170112486852,LNG气化站,福建省,漳州市,云霄县,,
27945,漳浦古雷春达化工,"010201020000127",117.61883574424826,23.808499058058988,LNG气化站,福建省,漳州市,漳浦县,,
27946,青岛即墨中石油公交总站加气站,"010201020000128",120.42516386562048,36.4117964816435,LNG气化站,山东省,青岛市,即墨区,,
27947,杭州临安上沃村,"010201020000129",119.38873596817837,30.00289266296129,LNG气化站,浙江省,杭州市,临安区,,
27948,金华永康弘和燃气加气站,"010201020000130",120.00841082340656,28.858883406943992,LNG气化站,浙江省,金华市,永康市,,
27949,湛江港南大道基础工程集团站,"010201020000131",110.3950936794706,21.07243081425483,LNG气化站,广东省,湛江市,麻章区,,
27950,来宾龙旺站,"010201020000132",108.95800755795408,23.54364178676475,LNG气化站,广西壮族自治区,来宾市,兴宾区,,
27951,韶关安顺达新丰回龙站,"010201020000133",113.87900098508176,24.16694895757317,LNG气化站,广东省,韶关市,新丰县,,
27952,三明三元中石化森美金山加气站,"010201020000134",117.5761229004963,26.210818496488287,LNG气化站,福建省,三明市,三元区,,
27953,湖州德清金磊,"010201020000135",120.16029025318132,30.633745449122326,LNG气化站,浙江省,湖州市,德清县,,
28830,双鸭山中燃岭东站,"010201020001011",131.14788065450583,46.58157144190683,LNG气化站,黑龙江省,双鸭山市,岭东区,,
27954,中石化北海南沙加油站,"010201020000136",109.16375171526909,21.484453238109893,LNG气化站,广西壮族自治区,北海市,海城区,,
27955,苏州吴中唯亭街道苏州三联加气站,"010201020000137",120.83475073375908,31.368781418051285,LNG气化站,江苏省,苏州市,吴中区,,
27957,肇庆德庆康州南加油站,"010201020000139",112.20979801166564,23.10746832271719,LNG气化站,广东省,肇庆市,德庆县,,
27958,肇庆禄步新明珠陶瓷,"010201020000140",112.30178475388418,23.2118100963815,LNG气化站,广东省,肇庆市,高要区,,
27959,湛江高博电器,"010201020000141",110.36248449367451,21.513707388514206,LNG气化站,广东省,湛江市,廉江市,,
27960,滨州博兴庞家镇中石油加气站,"010201020000142",118.08675994129143,37.22511127014532,LNG气化站,山东省,滨州市,博兴县,,
27961,宾阳牧原4厂,"010201020000143",108.96699288076117,23.272158265381314,LNG气化站,广西壮族自治区,南宁市,宾阳县,,
27962,来宾来华加油站/柳州鹿寨连丰加油站,"010201020000144",109.66364272523283,24.423404196501025,LNG气化站,广西壮族自治区,柳州市,鹿寨县,,
27963,盐城东台永坚不锈钢,"010201020000145",120.29328929216359,32.90791182467242,LNG气化站,江苏省,盐城市,东台市,,
27964,滁州惠科光电站,"010201020000146",118.40389155146704,32.34465785987839,LNG气化站,安徽省,滁州市,琅琊区,,
27965,赣州信丰信亚合金,"010201020000147",115.01506835547653,25.30687566063108,LNG气化站,江西省,赣州市,信丰县,,
27967,宣城大地熊(宁国)永磁站,"010201020000149",118.88092559005888,30.71357476803419,LNG气化站,安徽省,宣城市,宁国市,,
27968,信阳富地商城站,"010201020000150",115.3528769860463,31.948327540290197,LNG气化站,河南省,信阳市,商城县,,
27969,韶关绿之盛农产品加工站,"010201020000151",113.59296518987647,24.535073528344327,LNG气化站,广东省,韶关市,曲江区,,
27970,韶关浈江中油燃气加气站,"010201020000152",113.57373837165579,24.734780100919544,LNG气化站,广东省,韶关市,浈江区,,
27971,湖州南浔富钢集团,"010201020000153",120.2604830975756,30.835555781007844,LNG气化站,浙江省,湖州市,南浔区,,
27972,肇庆高要顺胜陶瓷,"010201020000154",112.60958484101295,22.963987029119878,LNG气化站,广东省,肇庆市,高要区,,
27973,三明中燃加气站/北山站,"010201020000155",117.60613181567363,26.25685327004716,LNG气化站,福建省,三明市,三元区,,
27974,宜昌湖北东船重工,"010201020000156",111.94041253906059,30.355312348897428,LNG气化站,湖北省,宜昌市,枝江市,,
27975,南宁武鸣牧原玉米场,"010201020000157",108.13986881605368,23.37049493350322,LNG气化站,广西壮族自治区,南宁市,武鸣区,,
27976,黄冈黄梅牧原7分场/抚州乐安牧原2场,"010201020000158",115.68805769773037,27.164473120565468,LNG气化站,江西省,抚州市,乐安县,,
27978,河池罗城天龙泉酒业,"010201020000160",108.93100868219132,24.79878609062571,LNG气化站,广西壮族自治区,河池市,罗城仫佬族自治县,,
27979,福州华东船厂,"010201020000161",119.70841720777534,26.458763658056615,LNG气化站,福建省,福州市,罗源县,,
27980,南宁武鸣百合华侨农场,"010201020000162",108.1498881391062,23.386308159173627,LNG气化站,广西壮族自治区,南宁市,武鸣区,,
27982,嘉兴秀洲逸鹏化纤,"010201020000164",120.65182352547606,30.737436718508437,LNG气化站,浙江省,嘉兴市,秀洲区,,
27983,菏泽单县中石化717站,"010201020000165",116.13633189752052,34.78396391094043,LNG气化站,山东省,菏泽市,单县,,
27984,温州泰顺空心砖厂,"010201020000166",119.899660627658,27.486785815751908,LNG气化站,浙江省,温州市,泰顺县,,
27985,天津中石化静海第一加气站,"010201020000167",117.14210516275509,38.61166562845242,LNG气化站,天津市,天津市,静海区,,
27986,福州新福兴玻璃站,"010201020000168",119.48683466324765,25.720766550087554,LNG气化站,福建省,福州市,福清市,,
28090,漳州云霄鸿益站,"010201020000272",117.40991049184306,23.792011546736166,LNG气化站,福建省,漳州市,云霄县,,
27987,柳州传化公路港站/柳州柳南四方塘站,"010201020000169",109.42740961952148,24.155437521834315,LNG气化站,广西壮族自治区,柳州市,柳江区,,
27988,潮州潮安鹳巢气站,"010201020000170",116.62563819411284,23.5402325350165,LNG气化站,广东省,潮州市,潮安区,,
27989,梅州大埔高陂大疆燃气/光德镇大疆燃气,"010201020000171",116.70942279832128,24.124462928015227,LNG气化站,广东省,梅州市,大埔县,,
27990,陆河中燃/水唇站,"010201020000172",115.70430192591462,23.32003442843761,LNG气化站,广东省,汕尾市,陆河县,,
27991,新余威奥锻造站,"010201020000173",114.89117211457733,27.65514158300479,LNG气化站,江西省,新余市,渝水区,,
27992,百色德保广投,"010201020000174",106.61353780256087,23.34309611594774,LNG气化站,广西壮族自治区,百色市,德保县,,
27994,南通崇川众力检测站,"010201020000176",120.79751002303485,32.03608402541899,LNG气化站,江苏省,南通市,崇川区,,
27995,扬州仪征国芯半导体站,"010201020000177",119.23931260753265,32.25646252574677,LNG气化站,江苏省,扬州市,仪征市,,
27996,潍坊临朐金捷中石油站,"010201020000178",118.57427021861369,36.47269029473763,LNG气化站,山东省,潍坊市,临朐县,,
27997,杭州桐庐康能茶叶/杭州桐庐印渚加油站,"010201020000179",119.42375419501285,29.995199003596333,LNG气化站,浙江省,杭州市,桐庐县,,
27998,宁德霞浦新奥燃气中心气化站,"010201020000180",120.02153357416826,26.853477904365967,LNG气化站,福建省,宁德市,霞浦县,,
27999,盐城东台天合光能站,"010201020000181",120.3433052764555,32.89514521199637,LNG气化站,江苏省,盐城市,东台市,,
28000,贵港桂平宏信船舶,"010201020000182",110.00058149880623,23.27115368867453,LNG气化站,广西壮族自治区,贵港市,桂平市,,
28001,北京丰台北京燃气,"010201020000183",116.3315546611959,39.81486704979208,LNG气化站,北京市,北京市,丰台区,,
28002,惠州博罗椰泰站/博罗深能龙溪富士康站,"010201020000184",114.11084945210563,23.14598557277099,LNG气化站,广东省,惠州市,博罗县,,
28003,信丰中燃大唐工业园/气化站,"010201020000185",114.89057217691749,25.446041815530297,LNG气化站,江西省,赣州市,信丰县,,
28004,信丰中燃建安站/气化站,"010201020000186",114.89001895447942,25.445917515630505,LNG气化站,江西省,赣州市,信丰县,,
28005,佛山简晟装饰/佛山名杰纺织/佛山泓锐装饰,"010201020000187",112.93821118772553,22.906040700203075,LNG气化站,广东省,佛山市,南海区,,
28006,云浮新兴云座农场站,"010201020000188",112.26485502038463,22.766630262834173,LNG气化站,广东省,云浮市,新兴县,,
28007,惠州博罗深能龙溪富士康站,"010201020000189",114.11084945210563,23.14598557277099,LNG气化站,广东省,惠州市,博罗县,,
28008,崇左扶绥南国铜业,"010201020000190",107.7980240844301,22.541552620594597,LNG气化站,广西壮族自治区,崇左市,扶绥县,,
28009,永州道县华润综合站/永州宁远华润综合站,"010201020000191",111.62879576932238,25.565178706505673,LNG气化站,湖南省,永州市,道县,,
28010,永州道县华润综合站,"010201020000192",111.62879576932238,25.565178706505673,LNG气化站,湖南省,永州市,道县,,
28011,揭阳文化广场站/揭阳南华加油站,"010201020000193",116.34632922305457,23.571438097529583,LNG气化站,广东省,揭阳市,榕城区,,
28012,贵燃安龙燃气站,"010201020000194",105.40859178669028,25.09893352216594,LNG气化站,贵州省,黔西南布依族苗族自治州,安龙县,,
28013,贵州贵定县沿山镇新路口站,"010201020000195",107.12472856467527,26.472100507829893,LNG气化站,贵州省,黔南布依族苗族自治州,贵定县,,
28014,永州宁远华润综合站,"010201020000196",111.96372587674661,25.647848981335574,LNG气化站,湖南省,永州市,宁远县,,
28015,咸阳国电永寿煤业有限责任公司,"010201020000197",108.00221911490156,34.892256404041696,LNG气化站,陕西省,咸阳市,永寿县,,
28016,秦华天然气西安市LNG应急调峰站,"010201020000198",108.85238035625282,34.35203694329548,LNG气化站,陕西省,西安市,未央区,,
28017,贵港西江重工,"010201020000199",109.58281508671435,22.958161179275187,LNG气化站,广西壮族自治区,贵港市,覃塘区,,
28018,南京江宁华润燃气淳化加气站,"010201020000200",118.91098422137811,31.94689254296556,LNG气化站,江苏省,南京市,江宁区,,
28019,南京江宁华润燃气水阁路加气站,"010201020000201",118.78381255586096,31.885318453734634,LNG气化站,江苏省,南京市,江宁区,,
28020,福州华东船厂/福州福清江镜站,"010201020000202",119.4311296257613,25.5147520363594,LNG气化站,福建省,福州市,福清市,,
28021,梅州华伟环保站,"010201020000203",115.5663801232376,23.668046802680635,LNG气化站,广东省,梅州市,五华县,,
28022,肇庆高要安居园林站/肇庆华利鑫钢材,"010201020000204",112.7667954662915,23.282035905533526,LNG气化站,广东省,肇庆市,四会市,,
28023,淄博淄川鹏飞陶瓷厂,"010201020000205",117.92752384885353,36.5990289178483,LNG气化站,山东省,淄博市,淄川区,,
28024,泰安新泰中石化第七加气站,"010201020000206",117.81087148547255,35.80876793759237,LNG气化站,山东省,泰安市,新泰市,,
28025,江门台山六合饲料站/江门台山高胜红岭站,"010201020000207",112.81492423648905,22.149774077640103,LNG气化站,广东省,江门市,台山市,,
28026,龙岩上杭旷远站,"010201020000208",116.43019461513794,25.013255136523664,LNG气化站,福建省,龙岩市,上杭县,,
28027,惠州博罗粤美特油站/惠州博罗椰泰站,"010201020000209",114.05384749452945,23.20470346260464,LNG气化站,广东省,惠州市,博罗县,,
28028,钦州浦北远大陶瓷厂,"010201020000210",109.47562823020908,21.912048094837097,LNG气化站,广西壮族自治区,钦州市,浦北县,,
28029,忠县三峡派森百橙汁站,"010201020000211",107.6210088255264,30.264438982760918,LNG气化站,重庆市,重庆市,忠县,,
28030,南宁中燃七塘站/安吉站,"010201020000212",108.29684173064732,22.885015163819933,LNG气化站,广西壮族自治区,南宁市,西乡塘区,,
28032,开远华润站,"010201020000214",103.24422689955715,23.726995909781003,LNG气化站,云南省,红河哈尼族彝族自治州,开远市,,
28033,柳州桥哥再生资源站,"010201020000215",109.34148737920725,24.386368841000568,LNG气化站,广西壮族自治区,柳州市,柳北区,,
28034,毕节贵燃鸭池加气站,"010201020000216",105.34598385953632,27.272956552852143,LNG气化站,贵州省,毕节市,七星关区,,
28035,贵港平南江南站/江北站,"010201020000217",110.39065523137691,23.456701235561166,LNG气化站,广西壮族自治区,贵港市,平南县,,
28036,桂林平乐农投,"010201020000218",110.79326625430397,24.67284292457048,LNG气化站,广西壮族自治区,桂林市,平乐县,,
28037,玉林龙港广投,"010201020000219",109.77793245372365,21.80354984670513,LNG气化站,广西壮族自治区,玉林市,博白县,,
28039,河池天峨广投站,"010201020000221",107.17787757526756,24.97543169421539,LNG气化站,广西壮族自治区,河池市,天峨县,,
28040,防城港上思广投,"010201020000222",107.94818782312832,22.13707106467784,LNG气化站,广西壮族自治区,防城港市,上思县,,
28041,柳州柳北沙塘镇广投站,"010201020000223",109.41038443251252,24.44791787569085,LNG气化站,广西壮族自治区,柳州市,柳北区,,
28042,玉林陆川广投,"010201020000224",110.26561830319919,22.354277981475875,LNG气化站,广西壮族自治区,玉林市,陆川县,,
28043,玉林玉北广投,"010201020000225",110.40037047954948,22.743669974199726,LNG气化站,广西壮族自治区,玉林市,北流市,,
28044,南宁隆安广投,"010201020000226",107.87916000488066,23.08651396053235,LNG气化站,广西壮族自治区,南宁市,隆安县,,
28045,百色平果广投,"010201020000227",107.51096376665213,23.31899523195227,LNG气化站,广西壮族自治区,百色市,平果市,,
28046,钦州广投,"010201020000228",108.63028467531846,22.083469601584664,LNG气化站,广西壮族自治区,钦州市,钦北区,,
28047,河池广投,"010201020000229",108.20293932282537,24.600792597147457,LNG气化站,广西壮族自治区,河池市,金城江区,,
28048,百色田阳广投,"010201020000230",106.94634292000163,23.73851201893998,LNG气化站,广西壮族自治区,百色市,田阳区,,
28049,安庆潜山环美刷业站,"010201020000231",116.68107185602169,30.802207326985382,LNG气化站,安徽省,安庆市,潜山市,,
28050,漳州平和鸿源昌站,"010201020000232",117.35655737428229,24.423648996849337,LNG气化站,福建省,漳州市,平和县,,
28051,九江湖口鄱阳湖二期大库,"010201020000233",116.33289156512654,29.811420874374996,LNG气化站,江西省,九江市,湖口县,,
28053,滁州寒锐新材料站,"010201020000235",118.4133571211188,32.29645433690727,LNG气化站,安徽省,滁州市,南谯区,,
28054,柳州鹿寨连丰加油站,"010201020000236",109.66364272523283,24.423404196501025,LNG气化站,广西壮族自治区,柳州市,鹿寨县,,
28055,清远宝仕马陶瓷,"010201020000237",112.91190419527676,23.904757915648585,LNG气化站,广东省,清远市,清新区,,
28056,深圳龙岗坪地屋角头站,"010201020000238",114.30114183978945,22.797963380334966,LNG气化站,广东省,深圳市,龙岗区,,
28058,揭阳库伟实业站,"010201020000240",116.09019897825091,23.564383974223876,LNG气化站,广东省,揭阳市,揭西县,,
28060,漳州漳浦盈丰站,"010201020000242",117.65632722625521,24.10347001923032,LNG气化站,福建省,漳州市,漳浦县,,
28061,宁德古田百特站,"010201020000243",118.64730996871728,26.437227326378984,LNG气化站,福建省,宁德市,古田县,,
28062,无锡西城薄板站,"010201020000244",120.19255271560823,31.88624183549744,LNG气化站,江苏省,无锡市,江阴市,,
28063,宣城华晟光伏站,"010201020000245",118.65918719218352,30.963175848997317,LNG气化站,安徽省,宣城市,宣州区,,
28064,无锡华晟光伏站,"010201020000246",120.50407327222038,31.629920786430358,LNG气化站,江苏省,无锡市,锡山区,,
28065,玉林兴业庞村加油站,"010201020000247",109.89266380893008,22.74071937609159,LNG气化站,广西壮族自治区,玉林市,兴业县,,
28066,玉林兴业旺业东加油站,"010201020000248",109.8580485231707,22.747267995962453,LNG气化站,广西壮族自治区,玉林市,兴业县,,
28067,耒阳中石化小水加气站,"010201020000249",112.82853218474327,26.29201595329124,LNG气化站,湖南省,衡阳市,耒阳市,,
28068,淮安巨石站,"010201020000250",119.30903429649737,33.84357896634277,LNG气化站,江苏省,淮安市,涟水县,,
28069,崇左中燃豫祥站/崇左中铝站,"010201020000251",107.55011224889134,22.469049562591383,LNG气化站,广西壮族自治区,崇左市,扶绥县,,
28070,肇庆高要官塘站/肇庆华利鑫钢材,"010201020000252",112.7667954662915,23.282035905533526,LNG气化站,广东省,肇庆市,四会市,,
28071,肇庆高要官塘站,"010201020000253",112.51590644173994,22.97439938546857,LNG气化站,广东省,肇庆市,高要区,,
28072,肇庆华利鑫钢材,"010201020000254",112.7667954662915,23.282035905533526,LNG气化站,广东省,肇庆市,四会市,,
28073,菏泽牡丹服务区兰考方向中石油加气站,"010201020000255",115.63820967572673,35.306655035028314,LNG气化站,山东省,菏泽市,牡丹区,,
28074,临沂罗庄盛平LNG加气站,"010201020000256",118.22937994473615,34.930026595720335,LNG气化站,山东省,临沂市,罗庄区,,
28075,岳阳君山长燃站,"010201020000257",112.97235590203312,29.438258607043053,LNG气化站,湖南省,岳阳市,君山区,,
28076,南宁横县牧原第二饲料厂,"010201020000258",109.15532247036406,22.92187814848548,LNG气化站,广西壮族自治区,南宁市,横州市,,
28077,梅州丰顺代米站,"010201020000259",116.15126208371841,23.790375930456594,LNG气化站,广东省,梅州市,丰顺县,,
28078,南宁西乡塘牧原5厂/宾阳牧原4厂,"010201020000260",108.96699288076117,23.272158265381314,LNG气化站,广西壮族自治区,南宁市,宾阳县,,
28079,文山富宁花谷站,"010201020000261",105.65683302839355,23.609479548851613,LNG气化站,云南省,文山壮族苗族自治州,富宁县,,
28080,佛山华玺五金厂,"010201020000262",113.04358424029263,23.1718448514703,LNG气化站,广东省,佛山市,南海区,,
28081,湖南永州河路口分卸江华,"010201020000263",111.54680142831384,25.171080817601077,LNG气化站,湖南省,永州市,江华瑶族自治县,,
28620,青岛胶州中石化902站,"010201020000801",119.95103788396453,36.28880703502943,LNG气化站,山东省,青岛市,胶州市,,
28082,玉林西陇化工站,"010201020000264",109.86781579007473,22.174095707491013,LNG气化站,广西壮族自治区,玉林市,博白县,,
28083,湛江东海岛新奥加气站,"010201020000265",110.47265983269469,21.010819376800715,LNG气化站,广东省,湛江市,麻章区,,
