"gid","mc","bm","x","y","czfl","szs","szsq","szq","xzjb","yygs"
29224,"3#阀室","010102007000081",114.84261181396352,27.92996206258647,阀室,江西省,新余市,渝水区,国家,中石油
29227,"6#阀室","010102007000083",113.98048523292994,27.71073135053198,阀室,江西省,萍乡市,上栗县,国家,中石油
29228,"7#阀室","010102007000084",113.51487064710459,27.68610950164254,阀室,湖南省,株洲市,醴陵市,国家,中石油
29230,"9#阀室","010102007000085",113.31949791098249,27.782040197640693,阀室,湖南省,株洲市,芦淞区,国家,中石油
29231,"10#阀室","010102007000086",113.16975968202352,27.933337507366872,阀室,湖南省,株洲市,石峰区,国家,中石油
29741,寨里(2#),"010102007000099",117.9692477904643,36.5908692490069,阀室,山东省,淄博市,淄川区,国家,中石油
29729,"1#","010102007000117",122.40908258289818,40.79583077541624,阀室,辽宁省,营口市,大石桥市,国家,中石油
29750,"1#","010102007000120",118.65587677659528,36.5258842267561,阀室,山东省,潍坊市,临朐县,国家,中石油
29751,"2#","010102007000121",118.78285844529736,36.77584973651005,阀室,山东省,潍坊市,寿光市,国家,中石油
22383,郑庄阀室,"010102007000132",112.39834373241705,35.7231141420475,阀室,山西省,晋城市,阳城县,国家,""
29752,"3#","010102007000122",118.7835740198965,36.825904735276275,阀室,山东省,潍坊市,寿光市,国家,中石油
29753,"4#","010102007000123",118.73572636121568,37.05655468677433,阀室,山东省,潍坊市,寿光市,国家,中石油
29755,"6#","010102007000125",118.5849360757016,37.23490085732744,阀室,山东省,东营市,广饶县,国家,中石油
29758,北孟,"010102007000126",119.60518598782986,36.62608193591529,阀室,山东省,潍坊市,高密市,国家,中石油
29760,石埠,"010102007000127",119.54043294639361,36.8949535630654,阀室,山东省,潍坊市,昌邑市,国家,中石油
29792,"1#","010102007000129",125.51438163732836,45.718619643677926,阀室,黑龙江省,大庆市,肇州县,国家,中石油
29793,"2#","010102007000130",125.86177784822029,45.615805962803535,阀室,黑龙江省,绥化市,肇东市,国家,中石油
29794,"3#","010102007000131",126.30294096754497,45.50214299088366,阀室,黑龙江省,哈尔滨市,双城区,国家,中石油
29250,"14#","010102007000018",114.17696254022033,22.917898938944933,阀室,广东省,东莞市,东莞市,国家,中石油
21811,"32#","010102007000019",115.69990660771371,38.49627326469723,阀室,河北省,保定市,蠡县,国家,中石油
29235,"23#-1","010102007000023",119.57935117597879,29.269163757494123,阀室,浙江省,金华市,兰溪市,国家,中石油
29237,"37#","010102007000026",120.38819505280904,30.246068214871347,阀室,浙江省,杭州市,萧山区,国家,中石油
22205,"25#","010102007000027",105.65252057019528,33.12968203960792,阀室,甘肃省,陇南市,康县,国家,""
21777,大保当,"010102007000049",109.89173921139765,38.55694372075986,阀室,陕西省,榆林市,榆阳区,国家,中石油
22872,"32#","010102007000055",103.4219919284401,36.09032124616419,阀室,甘肃省,兰州市,西固区,国家,中石油
21730,"72#","010102007000164",105.49919062071055,37.219671487711544,阀室,宁夏回族自治区,中卫市,沙坡头区,国家,中石油
21731,"10#","010102007000165",106.1673638747378,38.301705084577655,阀室,宁夏回族自治区,银川市,永宁县,国家,中石油
21732,"77#","010102007000166",106.26943779835196,36.25004995241999,阀室,宁夏回族自治区,固原市,原州区,国家,中石油
21733,"80#","010102007000167",106.77491188828016,35.72138358230862,阀室,甘肃省,庆阳市,镇原县,国家,中石油
21734,"81#","010102007000168",106.88144411471677,35.639768357372674,阀室,甘肃省,庆阳市,镇原县,国家,中石油
21735,"73#","010102007000169",105.63369266876431,37.08255097088402,阀室,宁夏回族自治区,中卫市,中宁县,国家,中石油
21736,怀柔区,"010102007000170",116.57282413102915,40.27297035611669,阀室,北京市,北京市,怀柔区,国家,中石油
21737,怀柔区,"010102007000171",116.72824515367947,40.30606409849978,阀室,北京市,北京市,怀柔区,国家,中石油
21738,怀柔区,"010102007000172",116.75364480184393,40.32379392052581,阀室,北京市,北京市,怀柔区,国家,中石油
21739,密云区,"010102007000173",116.87221289001917,40.35044705504591,阀室,北京市,北京市,密云区,国家,中石油
21740,"74#","010102007000174",105.75985211397844,36.9203806332631,阀室,宁夏回族自治区,中卫市,中宁县,国家,中石油
27476,陈家坟,"010102007000009",115.96083010541405,39.589634444355625,阀室,北京市,北京市,房山区,,中石油
27477,宫村,"010102007000010",116.10236838400048,39.512938422900625,阀室,河北省,保定市,涿州市,,中石油
21741,"75#","010102007000175",106.05396704090353,36.54479291907067,阀室,宁夏回族自治区,中卫市,海原县,国家,中石油
21742,"76#","010102007000176",106.16325874636588,36.3954322224507,阀室,宁夏回族自治区,中卫市,海原县,国家,中石油
21743,密云区,"010102007000177",117.00586036894657,40.340928397069774,阀室,北京市,北京市,密云区,国家,中石油
21724,"302#阀室","010102007000179",119.8261274512226,31.55168221775997,阀室,江苏省,常州市,武进区,国家,中石油
21758,"3#","010102007000186",116.59984426450772,39.0472750470136,阀室,河北省,廊坊市,霸州市,国家,中石油
21760,"104#","010102007000187",112.16047073451436,34.34237022243371,阀室,河南省,洛阳市,宜阳县,国家,中石油
21761,"105#","010102007000188",112.34437297080841,34.298690494020434,阀室,河南省,洛阳市,伊川县,国家,中石油
21762,"10#","010102007000189",111.30031613698911,38.52710013955765,阀室,山西省,吕梁市,兴县,国家,中石油
21763,"11#","010102007000190",111.4408282565518,38.50033751395587,阀室,山西省,吕梁市,岚县,国家,中石油
21764,"20#","010102007000191",113.46747821777883,38.165456167634225,阀室,山西省,阳泉市,盂县,国家,中石油
21765,"14#","010102007000192",110.37781456993913,40.176520517546194,阀室,内蒙古自治区,鄂尔多斯市,达拉特旗,国家,中石油
21766,"103#","010102007000193",111.77952058195973,34.442720875554,阀室,河南省,洛阳市,宜阳县,国家,中石油
21767,"3#阀室(枣十支干线)","010102007000194",112.35714659373706,32.160536182155006,阀室,湖北省,襄阳市,襄州区,国家,中石油
21768,"13#","010102007000195",111.83258695118136,38.31585067399585,阀室,山西省,吕梁市,岚县,国家,中石油
21769,王安镇,"010102007000196",115.14313103536492,39.41345214497877,阀室,河北省,保定市,易县,国家,中石油
21770,"19#","010102007000197",113.1069807522045,38.13428026623658,阀室,山西省,阳泉市,盂县,国家,中石油
21771,"22#","010102007000198",113.67283844568765,38.10582090678485,阀室,山西省,阳泉市,盂县,国家,中石油
21774,罗庄,"010102007000200",113.36057158431156,39.53989413335251,阀室,山西省,朔州市,应县,国家,中石油
21775,小河乡,"010102007000201",115.02695544915052,39.420970097169615,阀室,河北省,保定市,易县,国家,中石油
21776,"101#","010102007000202",111.16022371931035,34.57309813740293,阀室,河南省,三门峡市,陕州区,国家,中石油
21778,三道河,"010102007000203",110.21292011732179,38.74401315503273,阀室,陕西省,榆林市,神木市,国家,中石油
21779,"149#","010102007000204",114.60128309777407,25.391597151706666,阀室,江西省,赣州市,信丰县,国家,中石油
21780,"2#","010102007000205",113.27050652985835,34.00374484568575,阀室,河南省,平顶山市,郏县,国家,中石油
21781,"154#","010102007000206",114.11775461487831,24.597336116381737,阀室,广东省,韶关市,翁源县,国家,中石油
21783,"95A#","010102007000207",109.44431524686932,34.507762232468124,阀室,陕西省,渭南市,临渭区,国家,中石油
21784,"41#","010102007000208",115.82587736988727,40.55002716696939,阀室,北京市,北京市,延庆区,国家,中石油
21790,"78#","010102007000214",106.3800998334746,36.11220307420213,阀室,宁夏回族自治区,固原市,原州区,国家,中石油
21791,"40#","010102007000215",115.68022645121653,40.58288351229442,阀室,河北省,张家口市,赤城县,国家,中石油
21773,"33#","010102007000199",115.80359864059801,38.6350001070599,阀室,河北省,保定市,蠡县,国家,中石油
23107,"23#","010102007001358",112.29087476166677,40.77967143533565,阀室,内蒙古自治区,乌兰察布市,凉城县,国家,中石油
23108,"17#","010102007001359",110.8936980705801,40.32193392091513,阀室,内蒙古自治区,包头市,土默特右旗,国家,中石油
23109,"25#","010102007001360",112.61588953169647,40.844788439495225,阀室,内蒙古自治区,乌兰察布市,卓资县,国家,中石油
23158,"113#","010102007001404",112.83820981203229,32.95680617440262,阀室,河南省,南阳市,社旗县,国家,中石油
23159,"106#","010102007001405",112.63283394984427,34.21957122575251,阀室,河南省,平顶山市,汝州市,国家,中石油
21817,"10#","010102007000238",111.40712528168851,38.11310769940292,阀室,山西省,吕梁市,方山县,国家,中石油
21818,"15#","010102007000239",112.26762604411013,38.310027918701216,阀室,山西省,太原市,阳曲县,国家,中石油
21826,"16#","010102007000240",112.44406062227823,38.30902493075929,阀室,山西省,忻州市,忻府区,国家,中石油
21831,柳河,"010102007000241",125.73146971532611,41.99097952299846,阀室,吉林省,通化市,柳河县,国家,中石油
21832,东辽,"010102007000242",124.99447723345824,43.09898670991884,阀室,吉林省,辽源市,东辽县,国家,中石油
21833,东辽,"010102007000243",125.41341943457381,42.82730443929007,阀室,吉林省,辽源市,东辽县,国家,中石油
34387,博爱站,"010102005000435",113.01176238276652,35.14120043052456,分输站,河南省,焦作市,博爱县,,
23189,"147#","010102007001432",114.71947100993795,25.965241542599795,阀室,江西省,赣州市,赣县区,国家,中石油
21291,阳城清管站,"010102002000025",112.56249858589132,35.40875982664822,清管站,山西省,晋城市,泽州县,国家,""
21335,博爱分输站,"010102005000363",113.009939903176,35.140705993968965,分输站,河南省,焦作市,博爱县,国家,""
21110,薛店分输站,"010102005000364",113.78244587124316,34.513803554600365,分输站,河南省,郑州市,新郑市,国家,中石油
21840,平谷,"010102007000250",117.0671645318687,40.316878397848875,阀室,北京市,北京市,平谷区,国家,中石油
21841,平谷,"010102007000251",117.01544788405639,40.17212890545666,阀室,北京市,北京市,平谷区,国家,中石油
21807,"20#","010102007000252",113.36273649360355,38.109804330715114,阀室,山西省,阳泉市,盂县,国家,中石油
21814,"21#","010102007000253",113.45194845755732,38.12943279137579,阀室,山西省,阳泉市,盂县,国家,中石油
21801,"25#","010102007000254",114.32102022397115,38.14839141342609,阀室,河北省,石家庄市,鹿泉区,国家,中石油
21800,"26#","010102007000255",114.41857554534941,38.1496487008593,阀室,河北省,石家庄市,鹿泉区,国家,中石油
21845,大厂,"010102007000269",116.97968010007153,39.8776505489734,阀室,河北省,廊坊市,大厂回族自治县,国家,中石油
21846,香河,"010102007000270",117.13400631624064,39.69172763093152,阀室,河北省,廊坊市,香河县,国家,中石油
21847,濮阳,"010102007000271",115.19040060839748,35.63678299344642,阀室,河南省,濮阳市,濮阳县,国家,中石化
21852,东明,"010102007000276",114.98087676011369,35.0696185969511,阀室,山东省,菏泽市,东明县,国家,中石化
21853,兰考,"010102007000277",114.86494003683164,34.97933700498963,阀室,河南省,开封市,兰考县,国家,中石化
21854,祥符,"010102007000278",114.53930376647428,34.83945310587822,阀室,河南省,开封市,祥符区,国家,中石化
21856,浑江,"010102007000280",126.22789036373369,41.90160932221726,阀室,吉林省,白山市,浑江区,国家,中石油
21857,濮阳,"010102007000281",115.15619034052024,35.46586193561339,阀室,河南省,濮阳市,濮阳县,国家,中石化
21858,东明,"010102007000282",115.1373224110585,35.370361143952074,阀室,山东省,菏泽市,东明县,国家,中石化
21859,东丰,"010102007000283",125.58540503443214,42.644474158313976,阀室,吉林省,辽源市,东丰县,国家,中石油
21860,通化,"010102007000284",125.76497069321795,41.85216989161536,阀室,吉林省,通化市,通化县,国家,中石油
21861,柳河,"010102007000285",125.69773194242367,42.14158502236489,阀室,吉林省,通化市,柳河县,国家,中石油
21862,龙山,"010102007000286",125.28900581031715,42.91474401306731,阀室,吉林省,辽源市,龙山区,国家,中石油
21863,"1#","010102007000287",80.8665787774511,44.29924877545537,阀室,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,国家,""
21864,"2#","010102007000288",81.12337930354303,44.409160367358716,阀室,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,国家,""
21865,"3#","010102007000289",81.46750955986214,44.54044196936158,阀室,新疆维吾尔自治区,博尔塔拉蒙古自治州,博乐市,国家,""
21866,"4#","010102007000290",81.86569324345727,44.65987236070028,阀室,新疆维吾尔自治区,博尔塔拉蒙古自治州,博乐市,国家,""
21867,"110#","010102007000291",114.6215220953112,33.835092445297235,阀室,河南省,周口市,西华县,国家,""
21868,"107#","010102007000292",114.0812517421914,34.18389554288798,阀室,河南省,许昌市,长葛市,国家,""
21870,"127#","010102007000294",119.23761590366566,32.191864701495696,阀室,江苏省,镇江市,句容市,国家,""
21871,"70#","010102007000295",106.55767678930808,37.366690244519944,阀室,宁夏回族自治区,吴忠市,红寺堡区,国家,""
21874,"69#","010102007000298",106.38169195717852,37.362345238919914,阀室,宁夏回族自治区,吴忠市,红寺堡区,国家,""
21875,"21#","010102007000299",92.37244412477439,41.44027952800441,阀室,新疆维吾尔自治区,哈密市,伊州区,国家,""
21876,"14#","010102007000300",88.76149182580563,41.856808376209514,阀室,新疆维吾尔自治区,吐鲁番市,托克逊县,国家,""
23180,"207#阀室","010102007001433",118.5351870590601,31.53108492304943,阀室,安徽省,马鞍山市,当涂县,国家,中石油
23029,"40# 西庄阀室","010102007001435",116.5393586123365,39.50369442834493,阀室,河北省,廊坊市,广阳区,国家,中石油
21877,"12#","010102007000301",88.01986679130641,41.8131065035343,阀室,新疆维吾尔自治区,巴音郭楞蒙古自治州,和硕县,国家,""
21878,"112#","010102007000302",115.34408358950068,33.50478709045112,阀室,安徽省,阜阳市,界首市,国家,""
21879,"74#","010102007000303",107.72337327224454,37.401670640923314,阀室,陕西省,榆林市,定边县,国家,""
21880,"103#","010102007000304",113.31214625680073,34.9673128095455,阀室,河南省,焦作市,武陟县,国家,""
21881,"106#","010102007000305",113.93653135688243,34.34343358567874,阀室,河南省,开封市,尉氏县,国家,""
21883,"14#","010102007000306",85.21353739315866,44.30009486183471,阀室,新疆维吾尔自治区,塔城地区,沙湾市,国家,""
21884,"15#","010102007000307",85.49764923534032,44.25323237769749,阀室,新疆维吾尔自治区,塔城地区,沙湾市,国家,""
21885,"16#","010102007000308",86.24974339875574,44.100283430854674,阀室,新疆维吾尔自治区,昌吉回族自治州,玛纳斯县,国家,""
21943,乌鲁木齐,"010102007000360",87.6867826706751,43.60113223040535,阀室,新疆维吾尔自治区,乌鲁木齐市,达坂城区,国家,中石油
21945,龚王村,"010102007000361",113.11932000825222,29.751543892981218,阀室,湖北省,荆州市,监利市,国家,中石化
21946,黄花村,"010102007000362",113.08703517588027,29.815319668473112,阀室,湖北省,荆州市,监利市,国家,中石化
21947,新江,"010102007000363",108.58302847742209,22.57632804545205,阀室,广西壮族自治区,南宁市,邕宁区,国家,中石化
21949,"3#","010102007000365",102.58922533797701,24.5890305906069,阀室,云南省,昆明市,晋宁区,国家,""
21886,"17#","010102007000309",86.50707429468301,44.01458258608446,阀室,新疆维吾尔自治区,昌吉回族自治州,呼图壁县,国家,""
22733,里兰城,"010102007001438",116.60646250085384,39.22884880910604,阀室,河北省,廊坊市,永清县,国家,中石油
22945,杨芬港,"010102007001439",116.8051169453039,39.13612598798311,阀室,河北省,廊坊市,霸州市,国家,中石油
22979,安茨阀室,"010102007001440",116.62060186035669,39.18815184506725,阀室,河北省,廊坊市,永清县,国家,中石油
22048,A15#,"010102007001452",122.9197098512672,41.25382526858762,阀室,辽宁省,辽阳市,辽阳县,国家,中石油
22073,A16#,"010102007001453",122.87045671813722,41.51498797750492,阀室,辽宁省,沈阳市,辽中区,国家,中石油
22047,A17#,"010102007001454",122.92460715807411,41.68912628927265,阀室,辽宁省,沈阳市,辽中区,国家,中石油
22022,C4#,"010102007001455",123.58287515479071,41.45184898222454,阀室,辽宁省,辽阳市,灯塔市,国家,中石油
22023,C5#,"010102007001456",123.67356412244641,41.546365821667536,阀室,辽宁省,沈阳市,苏家屯区,国家,中石油
21931,"1#阀室","010102007001457",114.64873202933458,30.33203443494028,阀室,湖北省,鄂州市,梁子湖区,国家,中石油
22566,B035,"010102007001463",116.16287497859594,37.52347205656834,阀室,河北省,衡水市,故城县,国家,中石油
22869,B036,"010102007001464",115.99341961039782,37.630323692462454,阀室,河北省,衡水市,景县,国家,中石油
22561,B031,"010102007001465",116.62035472933044,36.82009707652902,阀室,山东省,德州市,禹城市,国家,中石油
22697,B030,"010102007001466",116.71723432807052,36.68371903496899,阀室,山东省,德州市,齐河县,国家,中石油
22463,B029,"010102007001468",116.87645413651279,36.44095580879577,阀室,山东省,济南市,长清区,国家,中石油
22534,B026,"010102007001469",117.16262679121134,35.756276819710735,阀室,山东省,济宁市,泗水县,国家,中石油
22568,B027,"010102007001470",117.1364205206004,35.908318961730856,阀室,山东省,泰安市,宁阳县,国家,中石油
22526,B021,"010102007001475",117.86356753163302,34.63890283536338,阀室,江苏省,徐州市,邳州市,国家,中石油
21887,"9#","010102007000310",83.53487256125584,44.55378754332779,阀室,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,国家,""
21354,潜江压气站(川气东送2),"010102001000001",112.94038248475069,30.32953627402004,压气站,湖北省,潜江市,潜江市,国家,中国石油化工股份有限公司江汉油田分公司
21182,抚顺末站,"010102003000001",123.87446129993644,41.753798831122225,末站,辽宁省,抚顺市,望花区,国家,中石油
21888,"10#","010102007000311",83.76115685541218,44.52236340633711,阀室,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,国家,""
21889,"11#","010102007000312",84.4205029526406,44.430703206752014,阀室,新疆维吾尔自治区,塔城地区,乌苏市,国家,""
21890,"13#","010102007000313",84.98023223864418,44.33854915121339,阀室,新疆维吾尔自治区,克拉玛依市,独山子区,国家,""
21891,"5#","010102007000314",82.25620292051579,44.677637779023,阀室,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,国家,""
21892,"6#","010102007000315",82.92620679736166,44.627718809352714,阀室,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,国家,""
21893,"7#","010102007000316",83.13604191638295,44.60399281273385,阀室,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,国家,""
22204,"39#","010102007000581",94.57734243549169,41.107824437881156,阀室,甘肃省,酒泉市,敦煌市,国家,""
22207,"30#","010102007000582",105.69994982326118,32.547114403049186,阀室,四川省,广元市,利州区,国家,""
22172,"43#","010102007000549",95.76642595228405,40.45228233087089,阀室,甘肃省,酒泉市,瓜州县,国家,""
22173,"23#","010102007000550",92.99741182903021,41.329605989242125,阀室,新疆维吾尔自治区,哈密市,伊州区,国家,""
22174,"122#","010102007000551",117.29251370856038,32.675086039108756,阀室,安徽省,滁州市,凤阳县,国家,""
22175,"118#","010102007000552",116.35220255950571,33.006334751550575,阀室,安徽省,亳州市,利辛县,国家,""
22176,"124#","010102007000553",118.05968925698788,32.50389685699523,阀室,安徽省,滁州市,定远县,国家,""
22177,"93#","010102007000554",111.49003448594583,35.94513720218191,阀室,山西省,临汾市,襄汾县,国家,""
22186,"13#","010102007000563",88.43405193419053,41.844519584680974,阀室,新疆维吾尔自治区,吐鲁番市,托克逊县,国家,""
22187,"18#","010102007000564",90.74759668421343,41.700545305908136,阀室,新疆维吾尔自治区,吐鲁番市,鄯善县,国家,""
22195,"2#","010102007000573",84.58113665184794,41.514495843373595,阀室,新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县,国家,""
22188,"41#","010102007000565",95.28079984750431,40.68065070785343,阀室,甘肃省,酒泉市,瓜州县,国家,""
22189,"80#","010102007000566",109.29836030237382,37.29672527607826,阀室,陕西省,延安市,子长市,国家,""
22190,"65#","010102007000567",105.64368861190125,37.35944782849091,阀室,宁夏回族自治区,中卫市,中宁县,国家,""
22191,"66#","010102007000568",105.8134225512622,37.3548352302905,阀室,宁夏回族自治区,中卫市,中宁县,国家,""
22192,"88#","010102007000569",110.73578561181179,36.45781560255055,阀室,山西省,临汾市,大宁县,国家,""
22193,"109#","010102007000570",114.42499557291967,33.95587823641362,阀室,河南省,周口市,扶沟县,国家,""
22194,"34#","010102007000571",96.34669678841246,39.9858729155078,阀室,甘肃省,酒泉市,瓜州县,国家,""
22279,"30#","010102007000572",104.1012783594248,25.461623726836116,阀室,云南省,曲靖市,富源县,国家,""
22196,"22#","010102007000574",92.71471120512562,41.38509942850854,阀室,新疆维吾尔自治区,哈密市,伊州区,国家,""
22197,"104#","010102007000575",113.38142786278942,34.91580218631579,阀室,河南省,郑州市,荥阳市,国家,""
22198,"105#","010102007000576",113.74055637941409,34.58174161692575,阀室,河南省,郑州市,新郑市,国家,""
22200,"26#","010102007000577",93.89699551366967,41.07607760340476,阀室,新疆维吾尔自治区,哈密市,伊州区,国家,""
22201,"116#","010102007000578",116.12151886955164,33.0977640516596,阀室,安徽省,亳州市,利辛县,国家,""
22202,"125#","010102007000579",118.41441741032924,32.32856725877343,阀室,安徽省,滁州市,琅琊区,国家,""
22203,"136#","010102007000580",120.77943221073748,31.324392863544073,阀室,江苏省,苏州市,吴中区,国家,""
22218,"46#","010102007000591",106.12116675720381,29.68753421824107,阀室,重庆市,重庆市,铜梁区,国家,""
22219,"45#","010102007000592",106.09180579106295,29.77970958749035,阀室,重庆市,重庆市,铜梁区,国家,""
22220,"47#","010102007000593",106.16182040256052,29.612947580277453,阀室,重庆市,重庆市,璧山区,国家,""
22221,"44#","010102007000594",106.06232627694897,30.016775857650003,阀室,重庆市,重庆市,合川区,国家,""
22222,"1#","010102007000595",105.82127027041518,34.49994727367634,阀室,甘肃省,天水市,麦积区,国家,""
22223,"4#","010102007000596",105.13695226053976,34.600793749286694,阀室,甘肃省,天水市,甘谷县,国家,""
22224,"2#","010102007000597",105.36523348891146,34.510069286748255,阀室,甘肃省,天水市,秦州区,国家,""
22225,"40#","010102007000598",105.97030593687194,30.931855589520904,阀室,四川省,南充市,顺庆区,国家,""
22226,"41#","010102007000599",106.02339459509241,30.563808873750876,阀室,四川省,南充市,嘉陵区,国家,""
22227,"43#","010102007000600",106.06311065980394,30.14194609990907,阀室,重庆市,重庆市,合川区,国家,""
22228,"42#","010102007000601",106.06455301368872,30.2366054340586,阀室,重庆市,重庆市,合川区,国家,""
22229,"34#","010102007000602",105.80966562336918,31.95103780589781,阀室,四川省,广元市,昭化区,国家,""
22230,"37#","010102007000603",105.9502734790866,31.597486152534145,阀室,四川省,南充市,阆中市,国家,""
22231,"38#","010102007000604",105.95798754240006,31.454929390647955,阀室,四川省,南充市,阆中市,国家,""
22232,"39#","010102007000605",105.95528211680158,31.122622096233854,阀室,四川省,南充市,西充县,国家,""
22233,"29#","010102007000606",105.68865714404532,32.676481519823625,阀室,四川省,广元市,朝天区,国家,""
22234,"35#","010102007000607",105.88119732409162,31.849057147629882,阀室,四川省,广元市,苍溪县,国家,""
22235,"33#","010102007000608",105.73869201539003,32.05258418411412,阀室,四川省,广元市,昭化区,国家,""
22236,"32#","010102007000609",105.65708927416952,32.15023312282996,阀室,四川省,广元市,剑阁县,国家,""
22237,"65#","010102007000610",106.79872750835806,27.429278655340504,阀室,贵州省,遵义市,播州区,国家,""
22238,"66#","010102007000611",106.76936654311552,27.32298210709873,阀室,贵州省,遵义市,播州区,国家,""
22239,"63#","010102007000612",106.86967458908687,27.64500946678565,阀室,贵州省,遵义市,红花岗区,国家,""
22240,"62#","010102007000613",106.91165430051656,27.72956286159381,阀室,贵州省,遵义市,汇川区,国家,""
22256,"49#","010102007000144",106.23409354936231,29.422305157357837,阀室,重庆市,重庆市,璧山区,国家,""
22241,"71#","010102007000614",106.49834224193518,26.751662387529922,阀室,贵州省,贵阳市,清镇市,国家,""
22242,"70#","010102007000615",106.57287392493943,26.854472375976606,阀室,贵州省,贵阳市,修文县,国家,""
22243,"72#","010102007000616",106.44288476942963,26.626299289835508,阀室,贵州省,贵阳市,清镇市,国家,""
22244,"73#","010102007000617",106.45317152507177,26.513431901901946,阀室,贵州省,贵阳市,清镇市,国家,""
22245,"2#","010102007000618",98.20615488263245,24.35155910540306,阀室,云南省,德宏傣族景颇族自治州,芒市,国家,""
22246,"3#","010102007000619",98.2879748885909,24.41937318789435,阀室,云南省,德宏傣族景颇族自治州,芒市,国家,""
22247,"4#","010102007000620",98.35174211613942,24.46292318397011,阀室,云南省,德宏傣族景颇族自治州,芒市,国家,""
22248,贵阳北,"010102007000621",106.64999809734462,26.968450544448114,阀室,贵州省,贵阳市,修文县,国家,""
22249,"9#","010102007000622",98.75101510493292,24.810630645999495,阀室,云南省,保山市,龙陵县,国家,""
22250,"5#","010102007000623",98.45729286126294,24.542408735599313,阀室,云南省,德宏傣族景颇族自治州,芒市,国家,""
22251,"6#","010102007000624",98.50024109490944,24.58014675298724,阀室,云南省,保山市,龙陵县,国家,""
22252,"1#","010102007000625",98.11152318044863,24.2732804554209,阀室,云南省,德宏傣族景颇族自治州,芒市,国家,""
22253,"60#","010102007000626",106.9081730952286,28.028597542915055,阀室,贵州省,遵义市,汇川区,国家,""
22259,"59#","010102007000627",106.80365366366199,28.15779932208696,阀室,贵州省,遵义市,桐梓县,国家,""
22260,"61#","010102007000628",106.9675713942406,27.92798367264483,阀室,贵州省,遵义市,汇川区,国家,""
22261,"56#","010102007000629",106.59171630541614,28.504347138141934,阀室,贵州省,遵义市,习水县,国家,""
22262,"53#","010102007000630",106.44025556947626,28.8745750609767,阀室,重庆市,重庆市,綦江区,国家,""
22263,"51#","010102007000631",106.36025040473346,29.138262661310755,阀室,重庆市,重庆市,江津区,国家,""
22264,"52#","010102007000632",106.41386682408165,28.989924829039516,阀室,重庆市,重庆市,綦江区,国家,""
22265,"64#","010102007000633",106.83712261841059,27.535472954139728,阀室,贵州省,遵义市,播州区,国家,""
22266,"68#","010102007000634",106.71516168234045,27.14827434309029,阀室,贵州省,贵阳市,息烽县,国家,""
22267,"67#","010102007000635",106.74226411317714,27.23867466333649,阀室,贵州省,遵义市,播州区,国家,""
22268,"69#","010102007000636",106.68001545887034,27.062879934026466,阀室,贵州省,贵阳市,息烽县,国家,""
22269,"40#","010102007000637",105.9929371300444,26.314568331866575,阀室,贵州省,安顺市,西秀区,国家,""
22270,"42#","010102007000638",106.30695248576421,26.37491714139455,阀室,贵州省,安顺市,平坝区,国家,""
22271,"27#","010102007000639",103.2613807967093,25.19863748206286,阀室,云南省,昆明市,宜良县,国家,""
22272,"28#","010102007000640",103.48157094692765,25.220907656123202,阀室,云南省,曲靖市,马龙区,国家,""
22273,"33#","010102007000641",104.76714224697756,25.693677317412696,阀室,贵州省,六盘水市,盘州市,国家,""
22274,"35#","010102007000642",105.05919142424493,25.85080152666716,阀室,贵州省,黔西南布依族苗族自治州,普安县,国家,""
22275,"36#","010102007000643",105.21192512145144,25.946960870623332,阀室,贵州省,黔西南布依族苗族自治州,晴隆县,国家,""
22276,"41#","010102007000644",106.1537602767586,26.344011266779358,阀室,贵州省,安顺市,西秀区,国家,""
22277,"39#","010102007000645",105.6781651107843,26.208033672306573,阀室,贵州省,安顺市,普定县,国家,""
22278,"29#","010102007000646",103.90757250210963,25.36594175688504,阀室,云南省,曲靖市,麒麟区,国家,""
22280,"32#","010102007000647",104.54922315637508,25.6227439945717,阀室,贵州省,六盘水市,盘州市,国家,""
22281,"44#","010102007000648",107.05165125153515,26.41916279801942,阀室,贵州省,黔南布依族苗族自治州,龙里县,国家,""
22283,"31#","010102007000649",104.31617079586637,25.535383599624307,阀室,云南省,曲靖市,富源县,国家,""
22284,"37#","010102007000650",105.38596598313644,26.016368393779885,阀室,贵州省,六盘水市,六枝特区,国家,""
22285,"11#","010102007000651",99.02180736049561,25.06937228610455,阀室,云南省,保山市,隆阳区,国家,""
22286,"10#","010102007000652",98.80843875783006,24.868130924280553,阀室,云南省,保山市,隆阳区,国家,""
22287,"7#","010102007000653",98.62872182903858,24.691639115413544,阀室,云南省,保山市,腾冲市,国家,""
22288,"8#","010102007000654",98.69569195661349,24.7485048371348,阀室,云南省,保山市,龙陵县,国家,""
22289,"22#","010102007000655",101.95386732388633,25.285578720051237,阀室,云南省,楚雄彝族自治州,禄丰市,国家,""
